date,test_cc,host_cdn,local_websites,external_websites,test_asn,hosting_cc,
30/05/2024,US,fastly,97,0,7922,US,
30/05/2024,US,fastly,97,0,6167,US,
30/05/2024,US,fastly,97,0,21928,US,
30/05/2024,US,fastly,97,0,701,US,
30/05/2024,US,fastly,97,0,20115,US,
30/05/2024,US,fastly,97,0,22773,US,
30/05/2024,US,fastly,97,0,10796,US,
30/05/2024,US,fastly,97,0,209,US,
30/05/2024,US,fastly,97,0,33363,US,
30/05/2024,US,fastly,97,0,5650,US,
30/05/2024,US,fastly,97,0,11426,US,
30/05/2024,US,fastly,97,0,20001,US,
30/05/2024,US,fastly,97,0,6128,US,
30/05/2024,US,fastly,97,0,11427,US,
30/05/2024,US,fastly,97,0,20057,US,
30/05/2024,US,cloudflare,269,0,7922,US,
30/05/2024,US,cloudflare,269,0,7018,US,
30/05/2024,US,cloudflare,269,0,6167,US,
30/05/2024,US,cloudflare,269,0,21928,US,
30/05/2024,US,cloudflare,269,0,701,US,
30/05/2024,US,cloudflare,269,0,20115,US,
30/05/2024,US,cloudflare,269,0,22773,US,
30/05/2024,US,cloudflare,269,0,10796,US,
30/05/2024,US,cloudflare,269,0,209,US,
30/05/2024,US,cloudflare,269,0,33363,US,
30/05/2024,US,cloudflare,269,0,5650,US,
30/05/2024,US,cloudflare,269,0,11426,US,
30/05/2024,US,cloudflare,269,0,11351,US,
30/05/2024,US,cloudflare,269,0,20001,US,
30/05/2024,US,cloudflare,269,0,6128,US,
30/05/2024,US,cloudflare,269,0,11427,US,
30/05/2024,US,cloudflare,269,0,20057,US,
30/05/2024,US,akamai,201,0,7922,US,
30/05/2024,US,akamai,201,0,7018,US,
30/05/2024,US,akamai,201,0,6167,US,
30/05/2024,US,akamai,201,0,21928,US,
30/05/2024,US,akamai,201,0,701,US,
30/05/2024,US,akamai,201,0,20115,US,
30/05/2024,US,akamai,201,0,22773,US,
30/05/2024,US,akamai,201,0,10796,US,
30/05/2024,US,akamai,201,0,209,US,
30/05/2024,US,akamai,201,0,33363,US,
30/05/2024,US,akamai,201,0,5650,US,
30/05/2024,US,akamai,201,0,11426,US,
30/05/2024,US,akamai,201,0,11351,US,
30/05/2024,US,akamai,201,0,20001,US,
30/05/2024,US,akamai,201,0,6128,US,
30/05/2024,US,akamai,201,0,11427,US,
30/05/2024,US,akamai,201,0,20057,US,
30/05/2024,US,cloudfront,96,0,7922,US,
30/05/2024,US,cloudfront,96,0,7018,US,
30/05/2024,US,cloudfront,96,0,6167,US,
30/05/2024,US,cloudfront,96,0,21928,US,
30/05/2024,US,cloudfront,96,0,701,US,
30/05/2024,US,cloudfront,96,0,20115,US,
30/05/2024,US,cloudfront,96,0,22773,US,
30/05/2024,US,cloudfront,96,0,10796,US,
30/05/2024,US,cloudfront,96,0,209,US,
30/05/2024,US,cloudfront,96,0,33363,US,
30/05/2024,US,cloudfront,96,0,11426,US,
30/05/2024,US,cloudfront,96,0,11351,US,
30/05/2024,US,cloudfront,96,0,20001,US,
30/05/2024,US,cloudfront,96,0,6128,US,
30/05/2024,US,cloudfront,96,0,11427,US,
30/05/2024,US,cloudfront,96,0,20057,US,
30/05/2024,US,facebook,7,0,7922,US,
30/05/2024,US,facebook,7,0,7018,US,
30/05/2024,US,facebook,7,0,6167,US,
30/05/2024,US,facebook,7,0,21928,US,
30/05/2024,US,facebook,7,0,701,US,
30/05/2024,US,facebook,7,0,20115,US,
30/05/2024,US,facebook,7,0,22773,US,
30/05/2024,US,facebook,7,0,10796,US,
30/05/2024,US,facebook,7,0,209,US,
30/05/2024,US,facebook,7,0,33363,US,
30/05/2024,US,facebook,7,0,5650,US,
30/05/2024,US,facebook,7,0,11426,US,
30/05/2024,US,facebook,7,0,11351,US,
30/05/2024,US,facebook,7,0,20001,US,
30/05/2024,US,facebook,7,0,6128,US,
30/05/2024,US,facebook,7,0,11427,US,
30/05/2024,US,facebook,7,0,20057,US,
30/05/2024,IL,cloudflare,396,0,12400,IL,
30/05/2024,IL,cloudflare,396,0,1680,IL,
30/05/2024,IL,cloudflare,396,0,6810,DE,
30/05/2024,IL,cloudflare,396,0,12849,IL,
30/05/2024,IL,cloudflare,396,0,16116,IL,
30/05/2024,IL,cloudflare,396,0,8551,IL,
30/05/2024,IL,cloudflare,396,0,21450,IL,
30/05/2024,IL,fastly,0,21,12400,DE,
30/05/2024,IL,fastly,0,21,1680,FR,
30/05/2024,IL,fastly,0,21,6810,FR,
30/05/2024,IL,fastly,0,21,12849,DE,
30/05/2024,IL,fastly,0,21,16116,FR,
30/05/2024,IL,fastly,0,21,8551,FR,
30/05/2024,IL,fastly,0,21,21450,DE,
30/05/2024,IL,cloudfront,0,66,12400,DE,
30/05/2024,IL,cloudfront,0,66,1680,DK,
30/05/2024,IL,cloudfront,0,66,6810,BE,
30/05/2024,IL,cloudfront,0,66,12849,DE,
30/05/2024,IL,cloudfront,0,66,16116,HR,
30/05/2024,IL,cloudfront,0,66,8551,ES,
30/05/2024,IL,cloudfront,0,66,21450,NL,
30/05/2024,IL,akamai,70,0,12400,IL,
30/05/2024,IL,akamai,70,0,1680,IL,
30/05/2024,IL,akamai,70,0,6810,IL,
30/05/2024,IL,akamai,70,0,12849,IL,
30/05/2024,IL,akamai,70,0,16116,IL,
30/05/2024,IL,akamai,70,0,8551,IL,
30/05/2024,IL,akamai,70,0,21450,IL,
30/05/2024,IL,facebook,8,0,12400,IL,
30/05/2024,IL,facebook,8,0,1680,IL,
30/05/2024,IL,facebook,8,0,6810,IL,
30/05/2024,IL,facebook,8,0,12849,IL,
30/05/2024,IL,facebook,8,0,16116,IL,
30/05/2024,IL,facebook,8,0,8551,IL,
30/05/2024,IL,facebook,8,0,21450,IL,
30/05/2024,IL,bunnycdn,0,1,12400,FR,
30/05/2024,IL,bunnycdn,0,1,1680,DE,
30/05/2024,IL,bunnycdn,0,1,6810,DE,
30/05/2024,IL,bunnycdn,0,1,12849,SE,
30/05/2024,IL,bunnycdn,0,1,16116,DE,
30/05/2024,IL,bunnycdn,0,1,8551,FR,
30/05/2024,IL,bunnycdn,0,1,21450,FR,
17/02/2025,VG,amazon,0,148,11139,US,
30/05/2024,PF,cloudflare,345,0,9471,PF,
30/05/2024,PF,cloudflare,345,0,138179,PF,
30/05/2024,PF,fastly,0,35,9471,US,
30/05/2024,PF,fastly,0,35,138179,US,
30/05/2024,PF,akamai,115,0,9471,PF,
30/05/2024,PF,akamai,115,0,55943,PF,
30/05/2024,PF,akamai,115,0,138179,PF,
30/05/2024,PF,cloudfront,0,58,9471,JP,
30/05/2024,PF,bunnycdn,0,1,9471,SG,
30/05/2024,CO,cloudfront,112,0,10620,MX,
30/05/2024,CO,cloudfront,112,0,3816,MX,
30/05/2024,CO,cloudfront,112,0,27831,MX,
30/05/2024,CO,cloudfront,112,0,26611,CO,
30/05/2024,CO,cloudfront,112,0,13489,US,
30/05/2024,CO,cloudfront,112,0,19429,US,
30/05/2024,CO,cloudfront,112,0,52468,US,
30/05/2024,CO,cloudfront,112,0,262186,US,
30/05/2024,CO,cloudfront,112,0,262589,MX,
30/05/2024,CO,cloudfront,112,0,271773,MX,
30/05/2024,CO,cloudfront,112,0,27951,MX,
30/05/2024,CO,cloudfront,112,0,3549,MX,
30/05/2024,CO,cloudflare,234,0,10620,US,
30/05/2024,CO,cloudflare,234,0,3816,US,
30/05/2024,CO,cloudflare,234,0,27831,US,
30/05/2024,CO,cloudflare,234,0,26611,US,
30/05/2024,CO,cloudflare,234,0,13489,US,
30/05/2024,CO,cloudflare,234,0,19429,US,
30/05/2024,CO,cloudflare,234,0,52468,US,
30/05/2024,CO,cloudflare,234,0,262186,CO,
30/05/2024,CO,cloudflare,234,0,262589,US,
30/05/2024,CO,cloudflare,234,0,271773,US,
30/05/2024,CO,cloudflare,234,0,27951,CL,
30/05/2024,CO,cloudflare,234,0,3549,CL,
30/05/2024,CO,akamai,82,0,10620,CO,
30/05/2024,CO,akamai,82,0,3816,CO,
30/05/2024,CO,akamai,82,0,27831,CO,
30/05/2024,CO,akamai,82,0,26611,CO,
30/05/2024,CO,akamai,82,0,13489,CO,
30/05/2024,CO,akamai,82,0,19429,CO,
30/05/2024,CO,akamai,82,0,52468,CO,
30/05/2024,CO,akamai,82,0,262186,CO,
30/05/2024,CO,akamai,82,0,262589,CO,
30/05/2024,CO,akamai,82,0,271773,CO,
30/05/2024,CO,akamai,82,0,27951,CO,
30/05/2024,CO,akamai,82,0,3549,CO,
30/05/2024,CO,fastly,43,0,10620,CO,
30/05/2024,CO,fastly,43,0,3816,CO,
30/05/2024,CO,fastly,43,0,27831,CO,
30/05/2024,CO,fastly,43,0,26611,CO,
30/05/2024,CO,fastly,43,0,13489,CO,
30/05/2024,CO,fastly,43,0,19429,CO,
30/05/2024,CO,fastly,43,0,52468,CO,
30/05/2024,CO,fastly,43,0,262186,CO,
30/05/2024,CO,fastly,43,0,262589,CO,
30/05/2024,CO,fastly,43,0,271773,CO,
30/05/2024,CO,fastly,43,0,27951,CO,
30/05/2024,CO,fastly,43,0,3549,US,
30/05/2024,CO,facebook,10,0,10620,CO,
30/05/2024,CO,facebook,10,0,3816,CO,
30/05/2024,CO,facebook,10,0,27831,CO,
30/05/2024,CO,facebook,10,0,26611,CO,
30/05/2024,CO,facebook,10,0,13489,CO,
30/05/2024,CO,facebook,10,0,19429,CO,
30/05/2024,CO,facebook,10,0,52468,CO,
30/05/2024,CO,facebook,10,0,262186,CO,
30/05/2024,CO,facebook,10,0,262589,CO,
30/05/2024,CO,facebook,10,0,271773,CO,
30/05/2024,CO,facebook,10,0,27951,CO,
30/05/2024,CO,facebook,10,0,3549,CO,
30/05/2024,CO,cdn77,0,2,10620,MX,
30/05/2024,CO,cdn77,0,2,3816,MX,
30/05/2024,CO,cdn77,0,2,27831,MX,
30/05/2024,CO,cdn77,0,2,26611,MX,
30/05/2024,CO,cdn77,0,2,13489,MX,
30/05/2024,CO,cdn77,0,2,19429,MX,
30/05/2024,CO,cdn77,0,2,52468,MX,
30/05/2024,CO,cdn77,0,2,262186,MX,
30/05/2024,CO,cdn77,0,2,262589,MX,
30/05/2024,CO,cdn77,0,2,271773,MX,
30/05/2024,CO,cdn77,0,2,27951,MX,
30/05/2024,CO,cdn77,0,2,3549,MX,
30/05/2024,LB,cloudflare,542,0,42003,FR,
30/05/2024,LB,cloudflare,542,0,9051,LB,
30/05/2024,LB,cloudflare,542,0,39010,LB,
30/05/2024,LB,cloudflare,542,0,59989,FR,
30/05/2024,LB,cloudflare,542,0,38999,FR,
30/05/2024,LB,cloudflare,542,0,43824,FR,
30/05/2024,LB,cloudflare,542,0,35197,FR,
30/05/2024,LB,cloudflare,542,0,48206,FR,
30/05/2024,LB,cloudflare,542,0,31037,FR,
30/05/2024,LB,cloudflare,542,0,43019,FR,
30/05/2024,LB,cloudflare,542,0,48847,FR,
30/05/2024,LB,cloudflare,542,0,39402,FR,
30/05/2024,LB,cloudflare,542,0,25471,FR,
30/05/2024,LB,cloudflare,542,0,206406,FR,
30/05/2024,LB,cloudfront,0,61,42003,FR,
30/05/2024,LB,cloudfront,0,61,9051,IL,
30/05/2024,LB,cloudfront,0,61,39010,FR,
30/05/2024,LB,cloudfront,0,61,59989,HR,
30/05/2024,LB,cloudfront,0,61,38999,FR,
30/05/2024,LB,cloudfront,0,61,43824,FR,
30/05/2024,LB,cloudfront,0,61,35197,FR,
30/05/2024,LB,cloudfront,0,61,48206,FR,
30/05/2024,LB,cloudfront,0,61,31037,FR,
30/05/2024,LB,cloudfront,0,61,43019,FR,
30/05/2024,LB,cloudfront,0,61,48847,FR,
30/05/2024,LB,cloudfront,0,61,31126,FR,
30/05/2024,LB,cloudfront,0,61,39402,BE,
30/05/2024,LB,cloudfront,0,61,25471,FR,
30/05/2024,LB,cloudfront,0,61,206406,FR,
30/05/2024,LB,akamai,48,0,42003,LB,
30/05/2024,LB,akamai,48,0,9051,LB,
30/05/2024,LB,akamai,48,0,39010,LB,
30/05/2024,LB,akamai,48,0,59989,LB,
30/05/2024,LB,akamai,48,0,57513,LB,
30/05/2024,LB,akamai,48,0,38999,LB,
30/05/2024,LB,akamai,48,0,43824,LB,
30/05/2024,LB,akamai,48,0,35197,LB,
30/05/2024,LB,akamai,48,0,48206,LB,
30/05/2024,LB,akamai,48,0,56902,LB,
30/05/2024,LB,akamai,48,0,31037,LB,
30/05/2024,LB,akamai,48,0,42183,LB,
30/05/2024,LB,akamai,48,0,43019,LB,
30/05/2024,LB,akamai,48,0,48847,LB,
30/05/2024,LB,akamai,48,0,31126,LB,
30/05/2024,LB,akamai,48,0,39402,LB,
30/05/2024,LB,akamai,48,0,25471,LB,
30/05/2024,LB,akamai,48,0,60372,LB,
30/05/2024,LB,akamai,48,0,206406,LB,
30/05/2024,LB,fastly,0,20,42003,FR,
30/05/2024,LB,fastly,0,20,9051,FR,
30/05/2024,LB,fastly,0,20,39010,FR,
30/05/2024,LB,fastly,0,20,59989,NL,
30/05/2024,LB,fastly,0,20,38999,FR,
30/05/2024,LB,fastly,0,20,35197,DE,
30/05/2024,LB,fastly,0,20,48206,FR,
30/05/2024,LB,fastly,0,20,31037,FR,
30/05/2024,LB,fastly,0,20,43019,FR,
30/05/2024,LB,fastly,0,20,48847,FR,
30/05/2024,LB,fastly,0,20,31126,FR,
30/05/2024,LB,fastly,0,20,39402,FR,
30/05/2024,LB,fastly,0,20,25471,FR,
30/05/2024,LB,fastly,0,20,206406,FR,
30/05/2024,LB,facebook,9,0,42003,LB,
30/05/2024,LB,facebook,9,0,9051,LB,
30/05/2024,LB,facebook,9,0,39010,LB,
30/05/2024,LB,facebook,9,0,59989,LB,
30/05/2024,LB,facebook,9,0,38999,LB,
30/05/2024,LB,facebook,9,0,43824,LB,
30/05/2024,LB,facebook,9,0,35197,LB,
30/05/2024,LB,facebook,9,0,48206,LB,
30/05/2024,LB,facebook,9,0,31037,LB,
30/05/2024,LB,facebook,9,0,43019,LB,
30/05/2024,LB,facebook,9,0,48847,LB,
30/05/2024,LB,facebook,9,0,31126,LB,
30/05/2024,LB,facebook,9,0,39402,LB,
30/05/2024,LB,facebook,9,0,25471,LB,
30/05/2024,LB,facebook,9,0,206406,LB,
30/05/2024,PG,cloudflare,0,427,38009,AU,
30/05/2024,PG,cloudflare,0,427,58460,SG,
30/05/2024,PG,cloudfront,0,65,38009,SG,
30/05/2024,PG,cloudfront,0,65,58460,KR,
30/05/2024,PG,fastly,0,52,38009,AU,
30/05/2024,PG,fastly,0,52,58460,AU,
30/05/2024,PG,akamai,0,71,38009,XX,
30/05/2024,PG,akamai,0,71,139898,XX,
30/05/2024,PG,akamai,0,71,58460,XX,
30/05/2024,PG,facebook,10,0,38009,PG,
30/05/2024,PG,bunnycdn,0,2,38009,SG,
30/05/2024,PG,bunnycdn,0,2,58460,IL,
17/02/2025,VG,amazon,0,148,396357,US,
30/05/2024,TM,akamai,0,30,20661,XX,
30/05/2024,EC,cloudflare,290,0,27947,US,
30/05/2024,EC,cloudflare,290,0,52468,EC,
30/05/2024,EC,cloudflare,290,0,27738,US,
30/05/2024,EC,cloudflare,290,0,14522,EC,
30/05/2024,EC,cloudflare,290,0,23487,US,
30/05/2024,EC,cloudflare,290,0,22724,EC,
30/05/2024,EC,cloudflare,290,0,19114,PE,
30/05/2024,EC,cloudflare,290,0,28006,EC,
30/05/2024,EC,cloudflare,290,0,263238,EC,
30/05/2024,EC,cloudflare,290,0,264825,EC,
30/05/2024,EC,cloudflare,290,0,27668,US,
30/05/2024,EC,akamai,83,0,27947,EC,
30/05/2024,EC,akamai,83,0,52468,EC,
30/05/2024,EC,akamai,83,0,27738,EC,
30/05/2024,EC,akamai,83,0,14522,EC,
30/05/2024,EC,akamai,83,0,23487,EC,
30/05/2024,EC,akamai,83,0,22724,EC,
30/05/2024,EC,akamai,83,0,19114,EC,
30/05/2024,EC,akamai,83,0,28006,EC,
30/05/2024,EC,akamai,83,0,264668,EC,
30/05/2024,EC,akamai,83,0,263238,EC,
30/05/2024,EC,akamai,83,0,264825,EC,
30/05/2024,EC,akamai,83,0,27668,EC,
30/05/2024,EC,akamai,83,0,271929,EC,
30/05/2024,EC,fastly,0,34,27947,CO,
30/05/2024,EC,fastly,0,34,52468,CO,
30/05/2024,EC,fastly,0,34,27738,CO,
30/05/2024,EC,fastly,0,34,14522,CO,
30/05/2024,EC,fastly,0,34,23487,CO,
30/05/2024,EC,fastly,0,34,22724,US,
30/05/2024,EC,fastly,0,34,19114,CO,
30/05/2024,EC,fastly,0,34,28006,CO,
30/05/2024,EC,fastly,0,34,263238,CO,
30/05/2024,EC,fastly,0,34,264825,CO,
30/05/2024,EC,fastly,0,34,27668,CO,
30/05/2024,EC,cloudfront,0,70,27947,US,
30/05/2024,EC,cloudfront,0,70,52468,US,
30/05/2024,EC,cloudfront,0,70,27738,US,
30/05/2024,EC,cloudfront,0,70,14522,US,
30/05/2024,EC,cloudfront,0,70,23487,US,
30/05/2024,EC,cloudfront,0,70,22724,US,
30/05/2024,EC,cloudfront,0,70,19114,US,
30/05/2024,EC,cloudfront,0,70,28006,US,
30/05/2024,EC,cloudfront,0,70,263238,FR,
30/05/2024,EC,cloudfront,0,70,264825,US,
30/05/2024,EC,cloudfront,0,70,27668,US,
30/05/2024,EC,facebook,10,0,27947,EC,
30/05/2024,EC,facebook,10,0,52468,EC,
30/05/2024,EC,facebook,10,0,27738,EC,
30/05/2024,EC,facebook,10,0,14522,EC,
30/05/2024,EC,facebook,10,0,23487,EC,
30/05/2024,EC,facebook,10,0,22724,EC,
30/05/2024,EC,facebook,10,0,19114,EC,
30/05/2024,EC,facebook,10,0,28006,EC,
30/05/2024,EC,facebook,10,0,263238,EC,
30/05/2024,EC,facebook,10,0,264825,EC,
30/05/2024,EC,facebook,10,0,27668,EC,
30/05/2024,EC,cdn77,1,0,27947,US,
30/05/2024,EC,cdn77,1,0,52468,US,
30/05/2024,EC,cdn77,1,0,27738,US,
30/05/2024,EC,cdn77,1,0,14522,US,
30/05/2024,EC,cdn77,1,0,23487,EC,
30/05/2024,EC,cdn77,1,0,22724,US,
30/05/2024,EC,cdn77,1,0,19114,US,
30/05/2024,EC,cdn77,1,0,28006,EC,
30/05/2024,EC,cdn77,1,0,263238,US,
30/05/2024,EC,cdn77,1,0,264825,US,
30/05/2024,EC,cdn77,1,0,27668,US,
17/02/2025,VG,cloudflare,0,249,11139,US,
30/05/2024,SO,cloudflare,0,500,37371,IT,
30/05/2024,SO,cloudflare,0,500,328250,IT,
30/05/2024,SO,cloudflare,0,500,37473,IT,
30/05/2024,SO,cloudflare,0,500,37563,IT,
30/05/2024,SO,cloudflare,0,500,328469,ZA,
30/05/2024,SO,akamai,0,48,37371,XX,
30/05/2024,SO,akamai,0,48,328250,XX,
30/05/2024,SO,akamai,0,48,37473,XX,
30/05/2024,SO,akamai,0,48,37563,XX,
30/05/2024,SO,akamai,0,48,328469,XX,
30/05/2024,SO,fastly,0,23,328250,FR,
30/05/2024,SO,fastly,0,23,37473,FR,
30/05/2024,SO,fastly,0,23,37563,FR,
30/05/2024,SO,fastly,0,23,328469,ES,
30/05/2024,SO,cloudfront,0,46,37371,NL,
30/05/2024,SO,cloudfront,0,46,328250,DE,
30/05/2024,SO,cloudfront,0,46,37473,IT,
30/05/2024,SO,cloudfront,0,46,37563,FR,
30/05/2024,SO,cloudfront,0,46,328469,FR,
30/05/2024,SO,facebook,8,0,37371,SO,
30/05/2024,SO,facebook,8,0,328250,SO,
30/05/2024,SO,facebook,8,0,37473,SO,
30/05/2024,SO,facebook,8,0,37563,SO,
30/05/2024,SO,facebook,8,0,328469,SO,
30/05/2024,SO,cdn77,0,1,37371,FR,
30/05/2024,SO,cdn77,0,1,328250,DE,
30/05/2024,SO,cdn77,0,1,37473,FR,
30/05/2024,SO,cdn77,0,1,37563,FR,
30/05/2024,SO,cdn77,0,1,328469,FR,
17/02/2025,VG,cloudflare,0,249,396357,US,
30/05/2024,IR,cloudflare,0,161,197207,DE,
30/05/2024,IR,cloudflare,0,161,58224,DE,
30/05/2024,IR,cloudflare,0,161,31549,DE,
30/05/2024,IR,bunnycdn,0,1,197207,DE,
30/05/2024,IR,bunnycdn,0,1,58224,DE,
30/05/2024,IR,fastly,0,5,197207,DE,
30/05/2024,IR,fastly,0,5,58224,AE,
30/05/2024,IR,cloudfront,0,7,197207,FR,
30/05/2024,IR,cloudfront,0,7,58224,FR,
30/05/2024,IR,cloudfront,0,7,31549,DE,
30/05/2024,IR,akamai,0,8,197207,XX,
30/05/2024,IR,akamai,0,8,58224,XX,
30/05/2024,IR,akamai,0,8,31549,XX,
17/02/2025,VG,akamai,0,145,11139,XX,
30/05/2024,CM,cloudflare,0,386,36912,BR,
30/05/2024,CM,cloudflare,0,386,15964,PT,
30/05/2024,CM,akamai,73,0,36912,CM,
30/05/2024,CM,akamai,73,0,30992,CM,
30/05/2024,CM,akamai,73,0,15964,CM,
30/05/2024,CM,fastly,0,27,36912,ES,
30/05/2024,CM,fastly,0,27,15964,PT,
30/05/2024,CM,cloudfront,0,81,36912,FR,
30/05/2024,CM,cloudfront,0,81,15964,DE,
30/05/2024,CM,facebook,11,0,36912,CM,
30/05/2024,CV,akamai,0,94,37517,XX,
30/05/2024,CV,akamai,0,94,37575,XX,
30/05/2024,CV,cloudflare,0,367,37517,PT,
30/05/2024,CV,cloudflare,0,367,37575,PT,
30/05/2024,CV,fastly,0,39,37517,ES,
30/05/2024,CV,fastly,0,39,37575,PT,
30/05/2024,CV,cloudfront,0,72,37517,DE,
30/05/2024,CV,cloudfront,0,72,37575,SE,
30/05/2024,CV,facebook,12,0,37517,CV,
30/05/2024,CV,facebook,12,0,37575,CV,
30/05/2024,CV,bunnycdn,0,1,37517,DE,
30/05/2024,CV,bunnycdn,0,1,37575,ES,
30/05/2024,CV,stackpath,0,1,37517,DE,
30/05/2024,CV,stackpath,0,1,37575,SE,
17/02/2025,VG,akamai,0,145,396357,XX,
30/05/2024,BE,cloudflare,273,0,5432,BE,
30/05/2024,BE,cloudflare,273,0,6848,NL,
30/05/2024,BE,cloudflare,273,0,47377,BE,
30/05/2024,BE,cloudflare,273,0,12392,NL,
30/05/2024,BE,akamai,151,0,5432,BE,
30/05/2024,BE,akamai,151,0,6848,BE,
30/05/2024,BE,akamai,151,0,47377,BE,
30/05/2024,BE,akamai,151,0,12392,BE,
30/05/2024,BE,fastly,36,0,5432,BE,
30/05/2024,BE,fastly,36,0,6848,BE,
30/05/2024,BE,fastly,36,0,47377,BE,
30/05/2024,BE,fastly,36,0,12392,BE,
30/05/2024,BE,cloudfront,0,66,5432,DE,
30/05/2024,BE,cloudfront,0,66,6848,NL,
30/05/2024,BE,cloudfront,0,66,47377,DE,
30/05/2024,BE,cloudfront,0,66,12392,DE,
17/02/2025,VG,fastly,0,100,11139,US,
30/05/2024,KM,cloudflare,0,342,328061,IT,
30/05/2024,KM,cloudfront,0,70,328061,FR,
30/05/2024,KM,fastly,0,33,328061,IT,
30/05/2024,KM,akamai,0,102,36939,XX,
30/05/2024,KM,akamai,0,102,328061,XX,
30/05/2024,KM,facebook,0,11,328061,ES,
30/05/2024,KM,cdn77,0,1,328061,DE,
17/02/2025,VG,fastly,0,100,396357,US,
30/05/2024,CZ,akamai,43,0,5610,CZ,
30/05/2024,CZ,akamai,43,0,13036,CZ,
30/05/2024,CZ,akamai,43,0,16019,CZ,
30/05/2024,CZ,akamai,43,0,44489,CZ,
30/05/2024,CZ,akamai,43,0,30764,CZ,
30/05/2024,CZ,cloudflare,215,0,5610,CZ,
30/05/2024,CZ,cloudflare,215,0,13036,CZ,
30/05/2024,CZ,cloudflare,215,0,16019,CZ,
30/05/2024,CZ,cloudflare,215,0,44489,CZ,
30/05/2024,CZ,cloudflare,215,0,30764,CZ,
30/05/2024,CZ,cloudfront,0,34,5610,FR,
30/05/2024,CZ,cloudfront,0,34,13036,DE,
30/05/2024,CZ,cloudfront,0,34,16019,DE,
30/05/2024,CZ,cloudfront,0,34,44489,FR,
30/05/2024,CZ,cloudfront,0,34,30764,DE,
30/05/2024,CZ,bunnycdn,0,2,5610,ES,
30/05/2024,CZ,bunnycdn,0,2,16019,FR,
30/05/2024,CZ,bunnycdn,0,2,44489,DE,
30/05/2024,CZ,bunnycdn,0,2,30764,ES,
30/05/2024,CZ,fastly,0,11,5610,AT,
30/05/2024,CZ,fastly,0,11,13036,DE,
30/05/2024,CZ,fastly,0,11,16019,AT,
30/05/2024,CZ,fastly,0,11,44489,AT,
30/05/2024,CZ,fastly,0,11,30764,IT,
31/05/2024,LK,cloudflare,457,0,18001,SG,
31/05/2024,LK,cloudflare,457,0,45356,LK,
31/05/2024,LK,cloudflare,457,0,9329,LK,
31/05/2024,LK,cloudflare,457,0,132045,SG,
31/05/2024,LK,fastly,0,20,18001,HK,
31/05/2024,LK,fastly,0,20,45356,SG,
31/05/2024,LK,fastly,0,20,9329,SG,
31/05/2024,LK,fastly,0,20,132045,SG,
31/05/2024,LK,cloudfront,0,51,18001,HK,
31/05/2024,LK,cloudfront,0,51,45356,SG,
31/05/2024,LK,cloudfront,0,51,9329,SG,
31/05/2024,LK,cloudfront,0,51,132045,SG,
31/05/2024,LK,akamai,48,0,18001,LK,
31/05/2024,LK,akamai,48,0,45356,LK,
31/05/2024,LK,akamai,48,0,9329,LK,
31/05/2024,LK,akamai,48,0,132045,LK,
31/05/2024,LK,facebook,10,0,18001,LK,
31/05/2024,LK,facebook,10,0,45356,LK,
31/05/2024,LK,facebook,10,0,9329,LK,
31/05/2024,LK,facebook,10,0,132045,LK,
17/02/2025,VG,microsoft,0,29,11139,XX,
31/05/2024,HR,cloudflare,0,358,5391,AT,
31/05/2024,HR,cloudflare,0,358,12810,AT,
31/05/2024,HR,cloudflare,0,358,205714,AT,
31/05/2024,HR,cloudflare,0,358,15994,AT,
31/05/2024,HR,cloudflare,0,358,13046,AT,
31/05/2024,HR,cloudflare,0,358,31012,AT,
31/05/2024,HR,cloudflare,0,358,34594,AT,
31/05/2024,HR,akamai,56,0,5391,HR,
31/05/2024,HR,akamai,56,0,12810,HR,
31/05/2024,HR,akamai,56,0,205714,HR,
31/05/2024,HR,akamai,56,0,15994,HR,
31/05/2024,HR,akamai,56,0,13046,HR,
31/05/2024,HR,akamai,56,0,31012,HR,
31/05/2024,HR,akamai,56,0,34594,HR,
31/05/2024,HR,cloudfront,0,28,5391,FR,
31/05/2024,HR,cloudfront,0,28,12810,GB,
31/05/2024,HR,cloudfront,0,28,205714,DE,
31/05/2024,HR,cloudfront,0,28,15994,FR,
31/05/2024,HR,cloudfront,0,28,13046,FR,
31/05/2024,HR,cloudfront,0,28,31012,DE,
31/05/2024,HR,cloudfront,0,28,34594,DE,
31/05/2024,HR,fastly,0,20,5391,AT,
31/05/2024,HR,fastly,0,20,12810,AT,
31/05/2024,HR,fastly,0,20,205714,AT,
31/05/2024,HR,fastly,0,20,15994,BG,
31/05/2024,HR,fastly,0,20,13046,AT,
31/05/2024,HR,fastly,0,20,31012,BG,
31/05/2024,HR,fastly,0,20,34594,AT,
31/05/2024,HR,bunnycdn,0,9,5391,FR,
31/05/2024,HR,bunnycdn,0,9,12810,DE,
31/05/2024,HR,bunnycdn,0,9,205714,DE,
31/05/2024,HR,bunnycdn,0,9,15994,ES,
31/05/2024,HR,bunnycdn,0,9,13046,ES,
31/05/2024,HR,bunnycdn,0,9,31012,FR,
31/05/2024,HR,bunnycdn,0,9,34594,DE,
17/02/2025,VG,microsoft,0,29,396357,XX,
31/05/2024,CN,cloudflare,0,367,4134,US,
31/05/2024,CN,cloudflare,0,367,4837,US,
31/05/2024,CN,cloudflare,0,367,9808,US,
31/05/2024,CN,cloudflare,0,367,4812,HK,
