country,measurement_period,website,website_rank,cdn_provider,cdn_jurisdiction,as_number,ip_address,source,extraction_date
BN,202405,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2024-05-31
BN,202405,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-05-31
BN,202405,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2024-05-31
BN,202405,NULL,NULL,cloudfront,US,10094,NULL,lccrawresults,2024-05-31
BN,202405,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2024-05-31
BN,202405,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2024-05-31
BN,202406,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,cdn77,UK,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2024-06-21
BN,202406,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-06-21
BN,202407,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-07-26
BN,202407,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-07-26
BN,202408,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-08-16
BN,202408,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-08-06
BN,202408,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-08-16
BN,202409,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-09-16
BN,202409,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-09-17
BN,202409,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-09-16
BN,202410,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-10-17
BN,202410,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-10-17
BN,202411,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,bunnycdn,Slovenia,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-11-17
BN,202411,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-11-17
BN,202412,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,bunnycdn,Slovenia,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,gcore,Luxembourg,10101,NULL,lccrawresults,2024-12-18
BN,202412,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2024-12-18
BN,202501,NULL,NULL,akamai,US,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,alibaba,China,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,amazon,US,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,cloudflare,US,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,facebook,US,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,fastly,US,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,gcore,Luxembourg,10101,NULL,lccrawresults,2025-01-17
BN,202501,NULL,NULL,microsoft,US,10101,NULL,lccrawresults,2025-01-17
BN,202502,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-02-17
BN,202502,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-02-17
BN,202503,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-03-17
BN,202503,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-03-17
BN,202504,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-04-17
BN,202504,NULL,NULL,wordpress,US,10094,NULL,lccrawresults,2025-04-17
BN,202505,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-05-17
BN,202505,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-05-17
BN,202506,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-06-17
BN,202506,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-06-17
BN,202507,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-07-17
BN,202507,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-07-17
BN,202508,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-08-17
BN,202508,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-08-17
BN,202509,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-09-17
BN,202509,NULL,NULL,netflix,US,10094,NULL,lccrawresults,2025-09-17
BN,202510,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-10-17
BN,202510,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-10-17
BN,202511,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,gcore,Luxembourg,10094,NULL,lccrawresults,2025-11-17
BN,202511,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-11-17
BN,202512,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2025-12-17
BN,202512,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2025-12-17
BN,202601,NULL,NULL,akamai,US,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,alibaba,China,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,amazon,US,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,cdn77,UK,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,cloudflare,US,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,facebook,US,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,fastly,US,10094,NULL,lccrawresults,2026-01-17
BN,202601,NULL,NULL,microsoft,US,10094,NULL,lccrawresults,2026-01-17
ID,202406,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,18004,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,23693,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,23700,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,24203,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,45727,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,4761,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,63859,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,7713,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,akamai,US,9341,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,akamai,US,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,alibaba,China,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,amazon,US,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,18004,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,23693,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,23700,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,24203,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,45727,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,4761,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,63859,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,7713,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudflare,US,9341,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudflare,US,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,cloudfront,US,17451,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,18004,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,23693,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,23700,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,24203,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,45727,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,4761,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,63859,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,7713,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,cloudfront,US,9341,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,18004,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,23693,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,23700,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,24203,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,45727,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,4761,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,63859,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,7713,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,facebook,US,9341,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,facebook,US,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,18004,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,23693,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,23700,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,24203,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,45727,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,4761,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,63859,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,7713,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,fastly,US,9341,NULL,lccrawresults,2024-06-04
ID,202406,NULL,NULL,fastly,US,9341,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,17451,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,18004,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,23693,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,23700,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,24203,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,45727,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,4761,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,63859,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,7713,NULL,lccrawresults,2024-06-20
ID,202406,NULL,NULL,microsoft,US,9341,NULL,lccrawresults,2024-06-20
ID,202408,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-08-19
ID,202408,NULL,NULL,microsoft,US,17451,NULL,lccrawresults,2024-08-08
ID,202408,NULL,NULL,microsoft,US,17451,NULL,lccrawresults,2024-08-19
ID,202409,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,facebook,US,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,fastly,US,17451,NULL,lccrawresults,2024-09-16
ID,202409,NULL,NULL,microsoft,US,17451,NULL,lccrawresults,2024-09-18
ID,202409,NULL,NULL,microsoft,US,17451,NULL,lccrawresults,2024-09-16
ID,202410,NULL,NULL,akamai,US,17451,NULL,lccrawresults,2024-10-17
ID,202410,NULL,NULL,alibaba,China,17451,NULL,lccrawresults,2024-10-17
ID,202410,NULL,NULL,amazon,US,17451,NULL,lccrawresults,2024-10-17
ID,202410,NULL,NULL,cloudflare,US,17451,NULL,lccrawresults,2024-10-17
